Super type,Type,Containing method,Containing method number of parameters,Is local field?,Field name,Invoked method,Soure code line,Containing class,Occurencies,Is into loop?,Loop nesting info,Is inside recursive method?,Is returned or passed as parameter?,Assignment line numbers,Constructors
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 12;ON;null; 5) 12;null;null; ",false,false,,
java.util.Set,java.lang.Object,lambda$mapAdjustment$9,4,true,set,addAll,380,awt.EventBase$ActionStateHolder,1,false,,false,true,,
java.util.HashMap,java.util.HashMap,reconstructPointers,1,false,pointindex,put(key;value),523,savegame.VanillaDSG,1,true,"1) 1;ON;null; ",false,false,489,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,22,true,"1) 7;null;null; ",false,true,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,1,true,"1) 1;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,containsKey,82,doom.CVarManager,1,true,"1) 3;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,31,true,"1) 6;null;null; ",false,true,,
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,true,"1) 1;null;null; 2) 9;ON;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 3;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Set,java.util.Set,hasActionsEnabled,3,true,actions,isEmpty,240,awt.EventBase$ActionStateHolder,5,false,,false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,1,true,"1) 1;O1;4; 2) 9;null;null; 3) 11;ON;null; ",false,false,243,()
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,63,doom.ConfigManager,3,true,"1) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 1;null;null; ",false,true,,
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 1;ON;null; 2) 3;null;null; ",false,true,253,()
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,69,doom.ConfigManager,1,true,"1) 2;O1;0; 2) 4;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,16,true,"1) 8;null;null; ",false,true,,
java.util.HashMap,java.util.HashMap,ShutdownSound,1,false,cachedSounds,values,198,s.ClipSFXModule,1,false,,false,false,37,()
java.util.List,java.util.List,processValue,4,true,commandList,randomGet,234,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; 3) 12;ON;null; ",false,true,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,10,true,"1) 9;null;null; ",false,true,,
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 1;O1;4; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,true,"1) 1;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;O1;0; 2) 13;ON;null; 3) 13;null;null; ",false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,1,true,"1) 2;O1;0; 2) 10;null;null; 3) 12;ON;null; ",false,false,243,()
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,1,true,"1) 4;O1;0; 2) 14;ON;null; 3) 15;O1;0; ",false,false,65,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 3;null;null; 2) 3;ON;null; 3) 4;ON;null; ",false,false,,
java.util.List,java.util.List,processAllArgs,2,true,commandList,size,170,doom.CVarManager,1,true,"1) 4;O1;0; ",false,true,,
java.util.EnumMap,java.util.EnumMap,with,4,false,cVarMap,get,114,doom.CVarManager,1,true,"1) 4;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,InitSpriteDefs,2,true,list,isEmpty,134,rr.SpriteManager,1,true,"1) 1;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 2;O1;0; 2) 12;ON;null; ",false,false,1145,(I)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,2,true,"1) 5;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; 3) 8;null;null; 4) 10;ON;null; ",false,false,243,()
java.util.List,java.util.List,volumeChanged,1,false,channels,iterator,723,s.FinnwMusicModule$ScheduledTransmitter,2,false,,false,false,,
java.util.Hashtable,java.util.Hashtable,InitTextures,1,false,TextureCache,put(key;value),242,rr.SimpleTextureManager,1,true,"1) 1;ON;null; ",false,false,204,(I)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,3,true,"1) 4;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,InitRSISubsystem,1,false,detailaware,add(value),416,rr.parallel.ParallelRenderer2$TrueColor,1,true,"1) 1;ON;null; ",false,false,,
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,3,true,"1) 1;ON;256; 2) 11;ON;null; 3) 12;O1;0; ",false,false,65,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 3;O1;0; 2) 15;ON;null; 3) 15;null;null; 4) 16;ON;null; ",false,false,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 3;null;null; ",false,true,,
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 5;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,177,doom.ConfigManager,87,false,,false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,31,true,"1) 6;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,3,true,"1) 4;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,22,true,"1) 7;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; 3) 11;ON;null; 4) 12;null;null; ",false,false,243,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,size,248,doom.CVarManager,22,true,"1) 7;null;null; 2) 9;ON;null; ",false,false,243,()
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,1,true,"1) 1;null;null; ",false,true,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,10,true,"1) 9;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,137,doom.ConfigManager,1,true,"1) 3;INFINITE;null; 2) 4;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,16,true,"1) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,processCVar,3,true,commandList,randomGet,181,doom.CVarManager,2,true,"1) 2;null;null; ",false,true,,
java.util.Hashtable,java.util.Hashtable,getBadColumn,1,false,badColumns,iterator,158,rr.patch_t,1,true,"1) 1;ON;null; ",false,false,136,()
java.util.EnumMap,java.util.EnumMap,updateLightLev,1,false,litedColorSources,forEach,1052,automap.Map,2,false,,false,false,326,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,134,doom.ConfigManager,1,true,"1) 1;O1;0; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,LoadDefaults,1,false,configFiles,forEach,223,doom.ConfigManager,1,true,"1) 3;O1;0; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 2;O1;0; 2) 14;ON;null; 3) 14;null;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,63,doom.ConfigManager,1,true,"1) 1;O1;0; 2) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),91,rr.MultiPatchSynthesizer,1,true,"1) 1;ON;null; 2) 2;ON;null; 3) 4;ON;null; 4) 5;ON;null; ",false,false,78,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),102,rr.MultiPatchSynthesizer,2,true,"1) 2;ON;null; 2) 3;ON;null; ",false,false,78,()
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,true,"1) 3;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;null;null; 2) 1;ON;null; ",false,false,,
java.util.EnumSet,java.lang.Class,<init>,3,true,hClass,noneOf,266,awt.EventBase$ActionStateHolder,1,true,"1) 3;O1;0; ",false,true,,
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,1,true,"1) 2;O1;0; ",false,false,,
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; 3) 11;ON;null; ",false,true,,
java.util.List,java.util.ArrayList,GetWadfileIndex,2,false,wadfiles,indexOf,1412,w.WadLoader,1,false,,false,false,65,()
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,170,doom.ConfigManager,1,true,"1) 1;null;null; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.List,LoadDefaults,1,false,configFiles,forEach,223,doom.ConfigManager,4,true,"1) 1;ON;256; ",false,false,,
java.util.Set,java.util.Set,unmapCooperation,4,true,set,removeAll,323,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.Hashtable,java.util.Hashtable,checkOut,1,false,locked,put(key;value),72,pooling.ObjectPool,1,false,,false,false,23,()
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,1,true,"1) 1;ON;null; ",false,true,,
java.util.List,java.util.ArrayList,getReceiver,0,true,dInfos,iterator,503,s.FinnwMusicModule,2,false,,false,true,501,(Ljava/util/Collection;)
java.util.TreeMap,java.util.TreeMap,<init>,2,true,sortedRatios,put(key;value),113,v.tables.BlurryTable,1,true,"1) 1;ON;256; ",false,false,"137,90",(Ljava/util/Comparator;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,92,doom.ConfigManager,1,true,"1) 1;INFINITE;null; 2) 2;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.Set,java.util.EnumSet,restoreAdjustment,4,true,a,retainAll,394,awt.EventBase$ActionStateHolder,2,false,,false,true,,
java.util.EnumSet,java.lang.Class,<init>,3,true,hClass,noneOf,266,awt.EventBase$ActionStateHolder,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,true,,
java.util.EnumSet,java.util.Set,lambda$new$0,1,true,set,copyOf,257,awt.EventBase$ActionStateHolder,1,false,,false,true,,
java.util.HashMap,java.util.HashMap,InitSpriteDefs,2,true,hash,containsKey,114,rr.SpriteManager,1,true,"1) 2;ON;0; ",false,false,104,(I)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 5;null;null; 2) 5;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,getClipForChannel,3,false,cachedSounds,iterator,216,s.ClipSFXModule,2,false,,false,false,37,()
java.util.Map,java.util.Map,cooperations,3,false,cooperationMap,iterator,306,awt.EventBase$ActionStateHolder,3,false,,false,false,,
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,size,115,rr.MultiPatchSynthesizer,1,true,"1) 1;ON;null; 2) 2;ON;null; 3) 4;ON;null; ",false,false,78,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 1;O1;4; 2) 13;ON;null; 3) 13;null;null; 4) 14;ON;null; ",false,false,,
java.util.List,java.util.ArrayList,reconstructPointers,1,false,TL,size,520,savegame.VanillaDSG,1,true,"1) 3;ON;null; ",false,false,381,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),91,rr.MultiPatchSynthesizer,2,true,"1) 4;ON;null; 2) 5;ON;null; ",false,false,78,()
java.util.HashMap,java.util.HashMap,InitLumpHash,1,false,doomhash,put(key;value),1155,w.WadLoader,1,true,"1) 3;O1;0; 2) 14;ON;null; ",false,false,1145,(I)
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 5;ON;null; 2) 7;null;null; ",false,true,253,()
java.util.ArrayList,java.util.ArrayList,getAllEntries,1,true,zes,add(value),258,w.InputStreamSugar,1,true,"1) 1;null;null; ",false,true,253,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,1,true,"1) 2;ON;null; 2) 3;null;null; ",false,false,243,()
java.util.List,java.util.ArrayList,<init>,1,false,channels,add(value),65,s.FinnwMusicModule,1,false,,false,false,58,(I)
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,1,true,"1) 1;INFINITE;null; 2) 2;null;null; ",false,false,,
java.util.List,java.util.ArrayList,addShortMessage,5,false,messages,add(value),420,s.FinnwMusicModule$EventGroup,2,true,"1) 3;O1;0; ",false,false,316,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; 3) 11;ON;null; ",false,false,243,()
java.util.Hashtable,java.util.Hashtable,InitFlats,1,false,FlatCache,put(key;value),843,rr.SimpleTextureManager,1,true,"1) 1;ON;null; ",false,false,783,()
java.util.HashMap,java.util.HashMap,reconstructPointers,1,false,pointindex,put(key;value),532,savegame.VanillaDSG,1,true,"1) 3;ON;0; ",false,false,489,()
java.util.List,java.util.ArrayList,pickClosest,3,true,picks,add(value),31,awt.DisplayModePicker,1,true,"1) 2;ON;null; ",false,true,23,()
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,88,doom.ConfigManager,1,true,"1) 2;INFINITE;null; 2) 3;ON;4; ",false,false,43,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,addShortMessage,5,false,messages,add(value),274,s.MusReader$EventGroup,1,true,"1) 2;null;null; 2) 3;O1;0; ",false,false,206,()
java.util.EnumSet,java.util.EnumSet,Repalette,1,false,GENERATE_LITE_LEVELS_FOR,stream,346,automap.Map,1,true,"1) 1;O1;4; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,2,true,"1) 8;null;null; 2) 8;ON;null; 3) 9;ON;null; ",false,false,,
java.util.List,java.util.List,processValue,4,true,commandList,randomGet,234,doom.CVarManager,2,true,"1) 2;null;null; 2) 4;ON;null; ",false,true,,
java.util.List,java.util.ArrayList,reconstructPointers,1,false,TL,sequentialGet,522,savegame.VanillaDSG,1,true,"1) 2;ON;null; ",false,false,381,()
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,198,doom.CVarManager,1,true,"1) 1;O1;0; 2) 7;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.Hashtable,java.util.Hashtable,checkIn,2,false,unlocked,put(key;value),81,pooling.ObjectPool,1,false,,false,false,24,()
java.util.List,java.util.ArrayList,getFiles,0,true,ret,add(value),156,doom.ConfigBase,1,true,"1) 3;O1;0; ",false,true,142,()
java.util.List,java.util.ArrayList,getFiles,0,true,ret,add(value),156,doom.ConfigBase,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,true,142,()
java.util.Map,java.util.Map,SaveDefaults,1,false,SETTINGS_MAP,forEach,190,doom.ConfigManager,2,true,"1) 3;O1;0; ",false,false,,
java.util.LinkedHashSet,java.util.LinkedHashSet,addInterest,2,false,keyInterests,add(value),185,awt.EventBase$KeyStateHolder,4,true,"1) 1;ON;256; ",false,false,173,()
java.util.Hashtable,java.util.Hashtable,InitFlats,1,true,FlatNames,put(key;value),845,rr.SimpleTextureManager,1,true,"1) 1;ON;null; ",false,false,785,()
java.util.Map,java.util.Map,restoreAdjustment,4,false,adjustmentMap,iterator,393,awt.EventBase$ActionStateHolder,2,false,,false,false,,
java.util.List,java.util.ArrayList,emptyToNull,1,false,messages,isEmpty,359,s.FinnwMusicModule$EventGroup,6,false,,false,false,316,()
java.util.TreeMap,java.util.TreeMap,<init>,2,true,sortedRatios,floorEntry,173,v.tables.BlurryTable,1,true,"1) 1;ON;255; ",false,false,143,(Ljava/util/Comparator;)
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,get,87,doom.CVarManager,4,true,"1) 1;ON;256; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.List,addZipFile,3,true,zes,iterator,464,w.WadLoader,1,true,"1) 2;ON;null; ",false,false,,
java.util.Map,java.util.Map,run,4,false,actionsMap,iterator,291,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,168,doom.ConfigManager,1,true,"1) 1;O1;4; ",false,false,43,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,31,true,"1) 8;ON;null; ",false,false,1145,(I)
java.util.LinkedHashSet,java.util.LinkedHashSet,addInterest,2,false,keyInterests,add(value),185,awt.EventBase$KeyStateHolder,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,false,173,()
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,get,87,doom.CVarManager,2,true,"1) 1;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,drawWalls,1,false,litedColorSources,get,1303,automap.Map,2,false,,false,false,326,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,177,doom.ConfigManager,1,true,"1) 2;O1;0; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,bool,2,false,cVarMap,containsKey,54,doom.CVarManager,1,true,"1) 2;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.Map,java.util.Map,mapAction,4,false,actionsMap,iterator,422,awt.EventBase$ActionStateHolder,4,false,,false,false,,
java.util.List,java.util.ArrayList,addShortMessage,5,false,messages,add(value),274,s.MusReader$EventGroup,1,true,"1) 1;null;null; 2) 2;O1;0; ",false,false,206,()
java.util.Hashtable,java.util.Hashtable,retrievePatchSafe,2,false,FlatPatchCache,put(key;value),350,rr.SimpleTextureManager,2,true,"1) 1;ON;null; ",false,false,107,()
java.util.Set,java.util.Set,hasActionsEnabled,3,true,actions,contains,245,awt.EventBase$ActionStateHolder,1,true,"1) 1;ON;null; ",false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; 4) 8;null;null; 5) 10;ON;null; 6) 11;null;null; ",false,false,243,()
java.util.List,java.util.ArrayList,processVarArg,4,true,list,add(value),245,doom.CVarManager,2,true,"1) 5;null;null; 2) 7;ON;null; 3) 8;null;null; ",false,false,243,()
java.util.List,java.util.ArrayList,reconstructPointers,1,false,TL,sequentialGet,531,savegame.VanillaDSG,1,true,"1) 1;ON;0; ",false,false,381,()
java.util.ArrayList,java.util.ArrayList,CheckNumsForName,2,false,list,size,1196,w.WadLoader,1,false,,false,false,1206,()
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,198,doom.CVarManager,16,true,"1) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 1;INFINITE;null; 2) 9;ON;null; ",false,false,1145,(I)
java.util.EnumMap,java.util.EnumMap,specified,2,false,cVarMap,containsKey,72,doom.CVarManager,1,true,"1) 1;ON;null; 2) 1;O1;0; 3) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumSet,java.util.Set,restoreAdjustment,4,true,orig,copyOf,392,awt.EventBase$ActionStateHolder,2,false,,false,true,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,21,true,"1) 11;null;null; 2) 11;ON;null; ",false,false,,
java.util.Map,java.util.Map,<init>,4,false,screens,iterator,158,v.renderers.BufferedRenderer32$IntPaletteThread,1,false,,false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,203,doom.CVarManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; 3) 8;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,198,doom.CVarManager,3,true,"1) 1;ON;256; 2) 9;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 4;null;null; 2) 4;ON;null; 3) 5;ON;null; ",false,false,,
java.util.TreeMap,java.util.TreeMap,<init>,2,true,sortedRatios,put(key;value),113,v.tables.BlurryTable,1,true,"1) 2;ON;256; ",false,false,"137,90",(Ljava/util/Comparator;)
java.util.EnumMap,java.util.EnumMap,drawPlayers,1,false,fixedColorSources,get,1437,automap.Map,2,false,,false,false,325,(Ljava/lang/Class;)
java.util.Hashtable,java.util.Hashtable,retrievePatchSafe,2,false,FlatPatchCache,put(key;value),350,rr.SimpleTextureManager,6,false,,false,false,107,()
java.util.List,java.util.List,InitMaskedWorkers,1,false,detailaware,add(value),307,rr.parallel.ParallelRenderer$HiColor,1,true,"1) 1;ON;null; ",false,false,,
java.util.EnumSet,java.lang.Class,<init>,3,true,hClass,noneOf,266,awt.EventBase$ActionStateHolder,2,true,"1) 1;O1;0; ",false,true,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),243,utils.TraitFactory$FactoryContext,1,true,"1) 1;INFINITE;null; 2) 11;ON;null; 3) 11;null;null; 4) 12;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,3,true,"1) 1;ON;256; 2) 13;ON;null; 3) 13;null;null; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,16,true,"1) 12;null;null; 2) 12;ON;null; ",false,false,,
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;O1;0; 2) 11;ON;null; 3) 11;null;null; ",false,false,,
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 3;ON;null; ",false,false,1145,(I)
java.util.Map,java.util.Map,<clinit>,0,false,PARENT_LOGGERS_MAP,iterator,53,mochadoom.Loggers,1,false,,false,false,,
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,1,true,"1) 1;O1;0; 2) 11;ON;null; 3) 12;O1;0; ",false,false,65,()
java.util.HashMap,java.util.HashMap,put,3,false,traitMap,put(key;value),250,utils.TraitFactory$FactoryContext,1,true,"1) 1;INFINITE;null; 2) 2;null;null; 3) 12;ON;null; 4) 12;null;null; ",false,false,,
java.util.EnumMap,java.util.EnumMap,processCVar,3,false,cVarMap,put,198,doom.CVarManager,2,true,"1) 2;null;null; ",false,false,42,(Ljava/lang/Class;)
java.util.LinkedHashSet,java.util.LinkedHashSet,addInterest,2,false,keyInterests,add(value),185,awt.EventBase$KeyStateHolder,1,true,"1) 4;O1;0; ",false,false,173,()
java.util.HashMap,java.util.HashMap,convertPalettedBlock,2,false,colcache,computeIfAbsent,124,v.renderers.SoftwareParallelVideoRenderer,1,false,,false,false,75,()
java.util.Map,java.util.Map,adjustments,2,false,adjustmentMap,iterator,302,awt.EventBase$ActionStateHolder,3,false,,false,false,,
java.util.List,java.util.ArrayList,processVarArg,4,true,list,toArray,248,doom.CVarManager,1,true,"1) 1;null;null; 2) 3;ON;null; ",false,false,243,()
java.util.List,java.util.ArrayList,AddFile,4,false,wadfiles,add(value),259,w.WadLoader,1,false,,false,false,65,()
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,add(value),102,rr.MultiPatchSynthesizer,2,true,"1) 1;ON;null; 2) 2;ON;null; ",false,false,78,()
java.util.HashMap,java.util.HashMap,CheckNumForName,2,false,doomhash,iterator,1168,w.WadLoader,1,true,"1) 4;ON;null; ",false,false,1145,(I)
java.util.List,java.util.List,processValue,4,true,commandList,size,233,doom.CVarManager,10,true,"1) 9;null;null; 2) 11;ON;null; ",false,true,,
java.util.HashMap,java.util.HashMap,<clinit>,0,false,INDIVIDUAL_CLASS_LOGGERS,put(key;value),61,mochadoom.Loggers,1,false,,false,false,54,()
java.util.EnumMap,java.util.EnumMap,getValue,3,false,configMap,get,168,doom.ConfigManager,1,true,"1) 1;INFINITE;null; 2) 2;null;null; ",false,false,43,(Ljava/lang/Class;)
java.util.TreeMap,java.util.TreeMap,<init>,2,true,sortedRatios,floorEntry,120,v.tables.BlurryTable,1,true,"1) 2;ON;31; ",false,false,"137,90",(Ljava/util/Comparator;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,92,doom.ConfigManager,2,true,"1) 3;O1;0; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,update,3,false,configMap,put,69,doom.ConfigManager,1,true,"1) 1;O1;0; 2) 3;ON;9; ",false,false,43,(Ljava/lang/Class;)
java.util.EnumMap,java.util.EnumMap,get,4,false,cVarMap,containsKey,82,doom.CVarManager,1,true,"1) 2;O1;0; ",false,false,42,(Ljava/lang/Class;)
java.util.List,java.util.ArrayList,getColumnStream,3,true,ranges,size,144,rr.MultiPatchSynthesizer,1,false,,false,false,78,()
java.util.Hashtable,java.util.Hashtable,retrievePatchSafe,2,false,FlatPatchCache,containsKey,339,rr.SimpleTextureManager,6,false,,false,false,107,()
java.util.List,java.util.ArrayList,addShortMessage,5,false,messages,add(value),274,s.MusReader$EventGroup,16,false,,false,false,206,()
java.util.List,java.util.ArrayList,nextEventGroup,3,false,channels,randomGet,201,s.FinnwMusicModule,2,true,"1) 3;O1;0; ",false,false,58,(I)
